"","gtip","X","treename","traitname","pcr","competence","gen","fam","ord","clade","adult_mass_g","brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","home_range_km2","social_group_n","dphy_invertebrate","dphy_vertebrate","dphy_plant","det_inv","det_vend","det_vect","det_vfish","det_vunk","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","upper_elevation_m","lower_elevation_m","altitude_breadth_m","habitat_breadth_n","X2.1_AgeatEyeOpening_d","X18.1_BasalMetRate_mLO2hr","X5.2_BasalMetRateMass_g","X7.1_DispersalAge_d","X22.2_HomeRange_Indiv_km2","X13.2_NeonateHeadBodyLen_mm","X10.1_PopulationGrpSize","X13.3_WeaningHeadBodyLen_mm","hibernation_torpor","fossoriality","freshwater","marine","terrestrial_non.volant","terrestrial_volant","island_dwelling","disected_by_mountains","glaciation","trophic_herbivores","trophic_omnivores","trophic_carnivores","activity_nocturnal","activity_crepuscular","activity_diurnal","forager_marine","forager_ground","forager_scansorial","forager_arboreal","forager_aerial","island_end_marine","island_end_mainland","island_end_lgbridge","island_end_isolated","biogeo_afrotropical","biogeo_antarctic","biogeo_australasian","biogeo_indomalayan","biogeo_nearctic","biogeo_neotropical","biogeo_oceanian","biogeo_palearctic","cites","ed_equal","studied"
"704","Phenacomys",704,"Phenacomys","Phenacomys",0,0,"Phenacomys","CRICETIDAE","RODENTIA","Mouse-related",26.1,0.6265,112.335,NA,1460,35.88,37.93,NA,54.3955,22.185,8,4.675,2.65,25.496,2.2375,22.494,13.96,393.3705,0.1425,1000,NA,NA,0,0,100,0,0,0,0,0,0,20,0,20,60,3,3000,0,3000,2.5,13.5,67.29,21.5,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8,13.4266440052019,0
"705","Philander",705,"Philander","Philander",0,0,"Philander","DIDELPHIDAE","DIDELPHIMORPHIA","Didelphimorphia",365.5,3.877,280.771,NA,1249.049,231.885,243.52,213.08,250.894,17.155,7,4.675,2.5,105.927,4.6,79.77,70.7275,682.736,0.609,95.74,0.003,1,30,37,29,30,30,20,0,10,0,10,0,0,0,3,800,50,750,1,NA,337.95,751,71.5,0.003086211,NA,NA,NA,0,0.428571428571429,0,0,1,0,0,0.5,0,0,1,0,0.428571428571429,0.571428571428571,0,0,0.428571428571429,0.571428571428571,0,0,0,1,0,0,0,0,0,0,0,1,0,0,125,12.2280418084102,0
"706","Philantomba",706,"Philantomba","Philantomba",0,0,"Philantomba","BOVIDAE","CETARTIODACTYLA","Ruminantia",6250,41.25,747.615,NA,5803.5,348.23,486.976,685,577.91,195.703,4,1,1.29,264.819,813.745,60.872,NA,1967.745,2.904,30.254,NA,1.925,0,10,90,0,5,0,0,5,0,50,0,0,40,2,2200,0,2200,2,NA,1806,4200,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0.5,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13,8.94781011442532,0
"707","Phloeomys",707,"Phloeomys","Phloeomys",0,0,"Phloeomys","MURIDAE","RODENTIA","Mouse-related",1770.185,9.225,433.745,NA,4434.75,NA,356.6225,NA,402.696,51.2515,NA,1.425,2.103,143.368,NA,64.662,NA,1640.2705,1.451,NA,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1550,0,1550,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,9.14120166092637,0
"708","Phoca",708,"Phoca","Phoca",0,0,"Phoca","PHOCIDAE","CARNIVORA","Caniformes",93690.625,265.9245,1736.655,NA,17374,1512.245,1438.289,1460,1369,262.17,NA,1,1,364.75,10803.4375,30.185,23945,6174.34,NA,5.68,NA,NA,20,80,0,20,0,0,80,0,0,0,0,0,0,2,3,NA,NA,5,0,34098,89408.335,33.245,NA,771.42,NA,NA,0,1,0.5,1,1,0,NA,NA,NA,0,0.5,0.5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1255,3.55999651564502,0
"709","Phocarctos",709,"Phocarctos","Phocarctos",0,0,"Phocarctos","OTARIIDAE","CARNIVORA","Caniformes",273499.99,407.925,2259.485,NA,8395,2030,2030,2191,2395,365,NA,1,1.05,364.75,7000,243.44,NA,3650,NA,NA,NA,NA,41,58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,500,0,500,6,0,NA,NA,365,NA,NA,NA,NA,0,1,0,1,1,0,NA,NA,NA,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,35,3.18854477947002,0
"710","Phocoena",710,"Phocoena","Phocoena",1,0,"Phocoena","PHOCOENIDAE","CETARTIODACTYLA","Whippomorpha",56365.46,617.997,1632.5175,NA,10331.594,745.4,1453.0805,798.99,1801.241,325.8755,NA,0.985,0.534,661.1905,6887.5,339.711,NA,4237.0595,NA,0.03,NA,50,0,100,0,0,0,0,100,0,0,0,0,0,0,1,0,0,0,2,NA,NA,NA,NA,NA,808.98,4,NA,0,1,0,1,0,0,NA,NA,NA,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0.25,0.25,0,0,0.25,0.75,0,0.25,567,4.57853587313595,1
"711","Phocoenoides",711,"Phocoenoides","Phocoenoides",0,0,"Phocoenoides","PHOCOENIDAE","CETARTIODACTYLA","Whippomorpha",106042.53,848.8,2163.32,NA,8030,2672.83,1997.21,2375,2172.87,346.74,NA,1,0.7,912.375,NA,302,NA,3855.488,NA,NA,NA,NA,10,90,0,10,0,0,90,0,0,0,0,0,0,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,NA,NA,NA,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,50,4.57853558453595,0
"712","Phodopus",712,"Phodopus","Phodopus",0,0,"Phodopus","CRICETIDAE","RODENTIA","Mouse-related",28.745,0.701,90.88,NA,1426.542,46.47,120,NA,67.06,20,8,5.48,3.5,31.978,1.77,20,14.3,474.457,0.15,59.99,NA,1,0,0,100,0,0,0,0,0,0,0,0,70,30,2,NA,NA,NA,2,11,67.565,33.65,NA,NA,NA,NA,NA,0.333333333333333,1,0,0,1,0,NA,NA,NA,0.666666666666667,0.333333333333333,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1219,27.5653278018077,0
"713","Phyllomys",713,"Phyllomys","Phyllomys",0,0,"Phyllomys","ECHIMYIDAE","RODENTIA","Guinea_pig-related",229.9,3.664,226.028,NA,1021.409,NA,249.295,NA,327.407,88.385,NA,2.33,2.071,119.105,NA,37.593,NA,957.708,0.472,NA,NA,NA,0,0,100,0,0,0,0,0,0,80,0,0,20,2,407.5,252.5,155,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0.923076923076923,0.0769230769230769,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,10.9229642317734,0
"714","Phyllotis",714,"Phyllotis","Phyllotis",0,0,"Phyllotis","CRICETIDAE","RODENTIA","Mouse-related",49,0.959,150,NA,1456.958,56.79,56.79,NA,90.439,33.649,8,4.02,4.207,29.862,NA,21.777,NA,502.553,0.202,2154.71,NA,NA,0,0,100,0,0,0,0,0,0,0,0,40,60,2,4000,1234,2050,2.5,NA,63.45,50.75,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0.307692307692308,0,0.733333333333333,0.266666666666667,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,93,8.91747048264615,0
"715","Physeter",715,"Physeter","Physeter",0,0,"Physeter","PHYSETERIDAE","CETARTIODACTYLA","Whippomorpha",10100000,7818,10987.69,NA,36500,3935.04,3857.52,5750,3424,464.62,NA,1,0.23,1267.382,774000,415.76,1340000,9964.5,NA,NA,NA,25,100,0,0,100,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,NA,NA,NA,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,226,16.4386414880705,0
"716","Pipanacoctomys",716,"Pipanacoctomys","Tympanoctomys",0,0,"Pipanacoctomys","OCTODONTIDAE","RODENTIA","Guinea_pig-related",109.055,2.583,178.683,NA,1477.76,NA,255.868,NA,329.208,91.722,NA,2.698,1.991,114.668,4,33.6925,NA,891.183,0.338,NA,NA,1,0,0,100,0,0,0,0,0,0,0,0,0,100,1,1400,300,1100,1,6,73.18,71.4,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,6.90698308448489,0
"717","Pithecheir",717,"Pithecheir","Pithecheir",0,0,"Pithecheir","MURIDAE","RODENTIA","Mouse-related",106,1.5645,180,NA,606.626,NA,95.9295,NA,130.147,30.469,NA,2.466,3.411,46.085,NA,27.01,NA,626.687,0.3085,NA,NA,NA,10,0,90,10,0,0,0,0,0,0,0,0,90,1,1200,0,1200,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,0.5,0.5,0,0,0,0,1,0,0,0,0,2,8.23811851912226,0
"718","Pithecheirops",718,"Pithecheirops","Pithecheirops",0,0,"Pithecheirops","MURIDAE","RODENTIA","Mouse-related",107.2,1.837,200.049,NA,927.766,NA,102.267,NA,137.619,28.795,NA,3.049,3.334,50.028,NA,27.953,NA,631.808,0.31,NA,NA,NA,22,0,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6.45013121503346,0
"719","Pithecia",719,"Pithecia","Pithecia",0,0,"Pithecia","PITHECIIDAE","PRIMATES","Platyrrhini",2018.11,36.9,411.8,NA,9125,1089.37,1040.864,1460,1098.018,159.89,NA,1,1.035,385.3095,120.67,157.3915,NA,3354.7345,1.56,7.171,0.04,2.7,0.258,29.5935,70.033,0,30,0,0,0,0,30,10,0,30,3,200,1,199,1,NA,NA,NA,NA,0.07,NA,NA,NA,0,0,0,0,1,0,0,0,0,0.1875,0.8125,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.8125,0,0,283,16.6891536541094,0
"720","Plagiodontia",720,"Plagiodontia","Plagiodontia",0,0,"Plagiodontia","CAPROMYIDAE","RODENTIA","Guinea_pig-related",1570,13.731,478.993,NA,4946.55,NA,570.388,NA,689.733,135.753,NA,1.425,1.726,214.841,105.85,75.121,NA,2366.529,1.422,NA,NA,NA,1,4,95,0,0,0,0,0,0,30,0,0,70,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0.333333333333333,0,0,1,0,1,0,0,0.666666666666667,0.333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.666666666666667,0,0,5,16.3422489483448,0
"721","Platacanthomys",721,"Platacanthomys","Platacanthomys",0,0,"Platacanthomys","PLATACANTHOMYIDAE","RODENTIA","Mouse-related",163,2.997,212,NA,620.5,NA,271.284,NA,289.924,35.121,NA,2.551,1.829,120.167,NA,45.139,NA,883.434,0.391,NA,NA,NA,0,0,100,0,0,0,0,0,0,40,0,30,30,3,2000,600,1400,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,NA,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,33.1368698976953,0
"722","Platanista",722,"Platanista","Platanista",0,0,"Platanista","PLATANISTIDAE","CETARTIODACTYLA","Whippomorpha",85250,229.5,3000,NA,10220,3652,3652,3652,3965.882,313.882,NA,1,0.52,730,7000,358.618,NA,6935,NA,NA,NA,NA,50,50,0,50,0,0,50,0,0,0,0,0,0,2,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,NA,NA,NA,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4766,18.7758696944205,0
"723","Podogymnura",723,"Podogymnura","Podogymnura",0,0,"Podogymnura","ERINACEIDAE","EULIPOTYPHLA","Erinaceidae",934.345,7.7145,239.03,NA,3296.466,NA,432.4235,NA,491.5735,57.294,NA,2.8075,1.792,199.4835,NA,60.225,NA,1484.038,5.721,NA,NA,NA,80,20,0,80,20,0,0,0,0,0,0,0,0,2,2900,1300,1600,1,NA,NA,NA,NA,NA,NA,1,NA,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,28.1981971830781,0
"724","Podomys",724,"Podomys","Podomys",0,0,"Podomys","CRICETIDAE","RODENTIA","Mouse-related",31.025,0.94,115.09,NA,2707.083,40.36,40.36,NA,63.36,23.218,NA,2.6,3.71,32.977,2.4,25,12.5,838.087,0.157,NA,0.003,NA,30,0,70,30,0,0,0,0,0,0,0,40,30,3,NA,NA,NA,4,16.5,51.74,30.8,NA,0.002988422,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,7.77382004972526,0
"725","Podoxymys",725,"Podoxymys","Podoxymys",0,0,"Podoxymys","CRICETIDAE","RODENTIA","Mouse-related",33.79,0.774,101,NA,1033.063,NA,72.827,NA,103.912,24.121,NA,3.767,3.525,29.653,NA,23.629,NA,431.001,0.164,NA,NA,NA,62,0,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2000,1500,500,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,10.537072482418,0
"726","Poecilogale",726,"Poecilogale","Poecilogale",0,0,"Poecilogale","MUSTELIDAE","CARNIVORA","Caniformes",282.83,4.921,332.045,NA,2278.208,914.79,676.991,NA,947.065,32.254,4,2.215,1.375,243.163,4,70.847,50,1241.556,3.501,NA,NA,NA,10,90,0,10,70,20,0,0,0,0,0,0,0,2,2300,0,2300,4,32.14,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,4.86366863890111,0
"727","Poelagus",727,"Poelagus","Poelagus",0,0,"Poelagus","LEPORIDAE","LAGOMORPHA","Lagomorpha",2504.85,10.1,485,NA,1675.556,NA,226.934,NA,272.974,36.517,NA,1.345,3.292,66.576,NA,33.402,NA,972.24,1.756,NA,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,8.62917381431562,0
"728","Pogonomelomys",728,"Pogonomelomys","Pogonomelomys",0,0,"Pogonomelomys","MURIDAE","RODENTIA","Mouse-related",159.22,1.891,183.095,NA,273.75,NA,127.029,NA,156.983,35.496,4,2.217,3,65.055,NA,31.32,NA,697.603,0.386,NA,NA,NA,18,4,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1050,200,850,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,20.0717884663603,0
"729","Pogonomys",729,"Pogonomys","Pogonomys",0,0,"Pogonomys","MURIDAE","RODENTIA","Mouse-related",50.45,1.387,134.95,NA,1118.562,NA,107.769,NA,140.192,31.413,6,2.175,3.234,52.623,NA,26.792,NA,640.501,0.205,NA,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,2300,240,1500,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.2,0.6,0.2,0,0,1,0,0,0,0,0,4,14.1228564280872,0
"730","Poiana",730,"Poiana","Poiana",0,0,"Poiana","VIVERRIDAE","CARNIVORA","Feliformes",570.08,12.2005,381.43,NA,2065.292,NA,555.708,NA,684.5,60.7385,NA,2.23,1.7255,217.433,NA,69.7775,NA,1056.6115,0.778,1,NA,NA,30,30,40,30,30,0,0,0,0,0,0,20,20,3.5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,180,8.69724657698453,0
"731","Poliocitellus",731,"Poliocitellus","Poliocitellus",0,0,"Poliocitellus","SCIURIDAE","RODENTIA","Squirrel-related",459,4.093,325.805,NA,2628,329.87,327,327,357.87,28,NA,7.9,1,366.697,8.99,30,NA,1032.448,0.691,442.88,0.13,NA,20,0,80,20,0,0,0,0,0,0,0,40,40,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.45423170333182,0
"732","Pongo",732,"Pongo","Pongo",0,0,"Pongo","HOMINIDAE","PRIMATES","Catarrhini",53408.29,389.246,1195,NA,21900,2745.905,2936.81,2555,3196.23,259.42,NA,1.14,0.22,1709.579,1671.93,1088.8,11000,9125,9.451,2.203,3.88,1,10,10,80,10,0,0,0,10,0,80,0,0,0,1,1500,0,1500,1,NA,NA,NA,NA,5.49,NA,1,NA,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1768,17.3308333491094,0
"733","Pontoporia",733,"Pontoporia","Pontoporia",0,0,"Pontoporia","INIIDAE","CETARTIODACTYLA","Whippomorpha",40416.66,220,1750,NA,5840,980.44,916.781,NA,1234.945,329.626,NA,1,0.635,729.5,7900,317.834,NA,4380,NA,NA,NA,NA,40,60,0,40,0,0,60,0,0,0,0,0,0,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,NA,NA,NA,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,94,11.3149835810888,0
"734","Porcula",734,"Porcula","Porcula",0,0,"Porcula","SUIDAE","CETARTIODACTYLA","Suina",8000,45.116,624.83,NA,5110,700.007,700.014,700,350,110.5,9,3.2,1.433,282.491,191.5,96.107,NA,1589.267,3.327,NA,0.15,5,10,20,70,10,0,0,0,10,10,0,0,10,60,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,8,8.86630864846953,0
"735","Potamochoerus",735,"Potamochoerus","Potamochoerus",0,0,"Potamochoerus","SUIDAE","CETARTIODACTYLA","Suina",70750.0775,153.368,1434.65,NA,8227.708,1104.85,1096,1096,891.35,120.4325,6,3,1.1,364.75,762,91.154,NA,2605.8855,11.032,0.5095,4.47,9.28,0,20,80,0,10,10,0,0,0,40,0,0,40,2,4000,NA,NA,1.5,NA,NA,NA,NA,NA,NA,17.85,NA,0,1,0,0,1,0,0,0.5,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,50,8.86630864776953,0
"736","Potos",736,"Potos","Potos",0,0,"Potos","PROCYONIDAE","CARNIVORA","Caniformes",2420.905,27.232,634.77,NA,14016,858.41,830.778,550,974.31,115.9,2,1,1,364.75,173.42,114.065,NA,4160.295,1.724,34.21,0.22,1,10,10,80,10,0,0,0,10,0,80,0,0,0,1,2500,0,2500,1,16.95,731.33,2157.5,160,0.21,183.03,NA,NA,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,52,20.5074722501676,0
"737","Praomys",737,"Praomys","Praomys",0,0,"Praomys","MURIDAE","RODENTIA","Mouse-related",37.1,0.86,124,NA,1436.78,74.6,90.073,75,127.358,27.05,NA,3.5,3.434,34.256,2.7,25.159,10.5,613.369,0.173,1739.53,0.002,NA,20,0,80,20,0,0,0,0,0,30,0,30,20,4,1650,1050,750,1,13.5,NA,NA,NA,0.002073237,NA,NA,71.69,0,0.529411764705882,0,0,1,0,0,0.125,0,0.0588235294117647,0.941176470588235,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3221854,12.3684922678825,0
"738","Presbytis",738,"Presbytis","Presbytis",0,0,"Presbytis","CERCOPITHECIDAE","PRIMATES","Catarrhini",6466.75,74.957,515,NA,7558.542,NA,1599.3,NA,1728.662,175.678,NA,1,0.79,512.176,NA,333.807,NA,3650,2.959,19.0425,0.12,7.525,0,0,100,0,0,0,0,0,0,40,0,40,20,3,2000,0,2000,1,NA,NA,NA,NA,0.22,NA,7.125,NA,0,0,0,0,1,0,1,0.888888888888889,0,0.933333333333333,0.0666666666666667,0,0,0,1,0,0,0,1,0,0,0.181818181818182,0.727272727272727,0.0909090909090909,0,0,0,0.733333333333333,0,0,0,0,326,9.88191869898984,0
"739","Prionailurus",739,"Prionailurus","Prionailurus",0,1,"Prionailurus","FELIDAE","CARNIVORA","Feliformes",4645.94,26.599,631.8115,NA,6296.25,855.31,492.52,NA,517,66.991,8,2.349,1.946,202.5725,131.93,76.606,620,2190,13.777,NA,1.87,NA,0,100,0,0,50,17.5,22.5,0,0,0,0,0,0,1.5,2140,0,2140,4,12.985,NA,NA,NA,1.76,NA,1,NA,0,1,0.5,0,1,0,0,0.5,0,0,0,1,0.75,0.25,0,0,0.5,0.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0.25,106,5.38818752934238,1
"740","Prionodon",740,"Prionodon","Prionodon",0,0,"Prionodon","PRIONODONTIDAE","CARNIVORA","Feliformes",1756.3775,9.0805,388.8875,NA,4766.2915,NA,450.683,NA,495.5,58.958,4,2.075,1.56,182.375,40,64.0965,NA,1553.2025,8.115,NA,NA,NA,30,70,0,30,60,0,0,10,0,0,0,0,0,2,3004,80.5,2923.5,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0.5,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5,7,25.7996372011563,0
"741","Prionomys",741,"Prionomys","Prionomys",0,0,"Prionomys","NESOMYIDAE","RODENTIA","Mouse-related",12.5,0.971,60,NA,1176.188,NA,123.031,NA,147.455,30.042,NA,3.342,2.899,63.807,NA,32.023,NA,629.278,0.095,NA,NA,NA,100,0,0,100,0,0,0,0,0,0,0,0,0,1,300,100,200,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,24.4929886536851,0
"742","Procapra",742,"Procapra","Procapra",0,0,"Procapra","BOVIDAE","CETARTIODACTYLA","Ruminantia",25348.83,91.185,980,NA,2044,811.78,429.012,NA,505,175.03,NA,1,1.465,228.957,2900,89.92,NA,2268.949,6.273,5.644,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,5275,3100,1700,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.333333333333333,0,0,0,1,54,9.21814919667564,0
"743","Procyon",743,"Procyon","Procyon",1,1,"Procyon","PROCYONIDAE","CARNIVORA","Caniformes",5075,41.653,600,NA,6935,596.325,365,365,625.28,63.914,6,3.096,1.718,251.111,75.25,91,1175,2191.955,2.59,76.5735,4.62,NA,40,30,29,40,0,20,0,0,0,20,0,20,0,4,1185,0,1185,1,20.955,2438.115,6223.43,341.245,4.9,NA,NA,NA,0,0.333333333333333,0.333333333333333,0,1,0,0,1,0,0,0.666666666666667,0.333333333333333,1,0,0,0,1,0,0,0,0,0.666666666666667,0,0.333333333333333,0,0,0,0,0.333333333333333,1,0,0,1953,11.9622005637919,1
"744","Proechimys",744,"Proechimys","Proechimys",0,0,"Proechimys","ECHIMYIDAE","RODENTIA","Guinea_pig-related",320.745,4.047,248.5845,NA,1277.5,147.615,147.615,146,211.53,63.916,NA,2.4,3.4935,77.4575,24.7,28.61,NA,744.274,0.567,312.5,0.004,1,0,0,100,0,0,0,0,0,0,20,0,10,70,2,600,50,799,1,0,313.74,498,NA,0.003157064,NA,NA,NA,0,1,0,0,1,0,0,0.235294117647059,0,0.909090909090909,0.0909090909090909,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,132,14.0860173337487,0
"745","Proedromys",745,"Proedromys","Proedromys",0,0,"Proedromys","CRICETIDAE","RODENTIA","Mouse-related",128.3795,2.3545,193.085,NA,1144.043,NA,107.3745,NA,143.7615,28.4435,NA,3.2615,3.3125,42.534,NA,25.0895,NA,593.7985,0.323,NA,NA,NA,0,0.5,99.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3100,2560,540,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,11.2496192911391,0
"746","Prolagus",746,"Prolagus","Prolagus",0,0,"Prolagus","PROLAGIDAE","LAGOMORPHA","Lagomorpha",322.55,3.435,225,NA,1219.104,NA,308.05,NA,306.483,34.02,NA,3.803,2.371,55.087,NA,27.48,NA,781.382,0.573,NA,NA,NA,0,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,NA,NA,NA,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,16.4030561780312,0
"747","Prolemur",747,"Prolemur","Prolemur",0,0,"Prolemur","LEMURIDAE","PRIMATES","Strepsirrhini",1883.955,26.23,414,NA,6424,NA,712.84,NA,870.551,141,NA,1,1,364.373,NA,144.54,NA,3285,1.502,NA,0.62,7.5,0,0,100,0,0,0,0,0,0,10,0,0,90,1,1600,NA,NA,1,NA,NA,NA,NA,NA,NA,4,NA,0,0,0,0,1,0,NA,NA,NA,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1236,7.57691223241816,0
"748","Prometheomys",748,"Prometheomys","Prometheomys",0,0,"Prometheomys","CRICETIDAE","RODENTIA","Mouse-related",75,1.293,160,NA,1347.773,NA,93,NA,117.849,25.943,NA,3.4,2,44.974,NA,21,NA,572.807,0.255,NA,NA,NA,0,0,100,0,0,0,0,0,0,0,0,0,100,1,2800,1500,1300,2,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,29.9330398016155,0
